,folder_name,clip_name,frame_id,human_id,object_id,object_class,action,hmn_x1,hmn_y1,hmn_x2,hmn_y2,obj_x1,obj_y1,obj_x2,obj_y2
956,20200518,clip_16_0727,47,144252,144253,bicycle,ride,249,140,263,167,249,154,264,174
957,20200518,clip_16_0727,48,144252,144253,bicycle,ride,231,133,245,160,230,147,245,166
958,20200518,clip_16_0727,49,144252,144253,bicycle,ride,218,127,227,149,216,138,229,153
959,20200518,clip_16_0727,50,144252,144253,bicycle,ride,201,121,209,140,203,133,211,144
960,20200518,clip_16_0727,51,144252,144253,bicycle,ride,192,119,200,137,192,130,199,140
961,20200518,clip_16_0727,54,144252,144253,bicycle,ride,163,110,169,121,163,119,169,127
962,20200518,clip_16_0727,55,144252,144253,bicycle,ride,155,108,161,119,156,116,162,124
963,20200518,clip_16_0727,56,144252,144253,bicycle,ride,148,106,154,117,148,114,154,122
964,20200518,clip_16_0727,57,144252,144253,bicycle,ride,146,106,152,117,146,113,152,121
965,20200518,clip_16_0727,58,144252,144253,bicycle,ride,141,104,147,115,140,109,146,117
966,20200518,clip_16_0727,59,144252,144253,bicycle,ride,129,100,135,111,129,105,135,113
967,20200518,clip_16_0727,60,144252,144253,bicycle,ride,119,99,125,110,119,104,125,112
968,20200518,clip_18_0807,0,144271,144266,bicycle,ride,287,153,302,181,284,173,304,195
969,20200518,clip_18_0807,1,144271,144266,bicycle,ride,258,144,272,172,257,163,274,180
970,20200518,clip_18_0807,2,144271,144266,bicycle,ride,235,135,248,163,235,151,249,167
971,20200518,clip_18_0807,3,144271,144266,bicycle,ride,216,129,225,154,215,146,227,159
972,20200518,clip_18_0807,4,144271,144266,bicycle,ride,202,124,211,149,202,140,213,151
973,20200518,clip_18_0807,5,144271,144266,bicycle,ride,193,119,200,137,190,133,201,146
974,20200518,clip_18_0807,8,144271,144266,bicycle,ride,168,110,174,125,166,117,175,129
975,20200518,clip_18_0807,9,144271,144266,bicycle,ride,159,108,164,123,158,118,167,129
976,20200518,clip_18_0807,10,144271,144266,bicycle,ride,151,104,156,118,149,113,157,122
977,20200518,clip_18_0807,11,144271,144266,bicycle,ride,144,103,149,115,143,110,152,119
978,20200518,clip_18_0807,12,144271,144266,bicycle,ride,138,100,144,112,137,108,145,119
979,20200518,clip_18_0807,13,144271,144266,bicycle,ride,129,97,134,109,128,104,135,114
980,20200518,clip_18_0807,14,144271,144266,bicycle,ride,122,95,128,106,121,103,129,112
981,20200518,clip_18_0807,15,144271,144266,bicycle,ride,113,95,119,107,112,104,119,113
982,20200518,clip_18_0807,16,144271,144266,bicycle,ride,109,94,113,103,109,101,114,107
983,20200518,clip_18_0807,17,144271,144266,bicycle,ride,109,94,113,103,107,100,113,107
984,20200518,clip_18_0807,12,144272,144268,motorcycle,ride,321,158,333,186,317,176,337,198
985,20200518,clip_18_0807,13,144272,144268,motorcycle,ride,280,143,290,168,279,161,293,180
986,20200518,clip_18_0807,14,144272,144268,motorcycle,ride,256,132,266,156,254,147,268,165
987,20200518,clip_18_0807,15,144272,144268,motorcycle,ride,234,122,245,147,235,138,247,152
988,20200518,clip_18_0807,16,144272,144268,motorcycle,ride,219,118,228,136,218,130,230,143
989,20200518,clip_18_0807,17,144272,144268,motorcycle,ride,204,112,210,128,204,123,213,134
990,20200518,clip_18_0807,18,144272,144268,motorcycle,ride,190,114,195,124,190,120,196,126
991,20200518,clip_18_0807,19,144272,144268,motorcycle,ride,169,107,172,115,168,112,173,120
992,20200518,clip_18_0807,20,144272,144268,motorcycle,ride,147,103,151,115,145,110,153,119
993,20200518,clip_18_0807,21,144272,144268,motorcycle,ride,126,102,130,111,125,109,132,115
994,20200518,clip_18_0807,22,144272,144268,motorcycle,ride,116,100,120,108,115,106,120,112
1014,20200518,clip_18_0807,97,144276,144275,bicycle,ride,122,98,126,108,121,104,127,111
1015,20200518,clip_18_0807,98,144276,144275,bicycle,ride,132,98,136,108,131,104,137,110
1016,20200518,clip_18_0807,99,144276,144275,bicycle,ride,142,101,146,111,141,108,147,114
1017,20200518,clip_18_0807,100,144276,144275,bicycle,ride,149,102,154,112,149,110,155,117
1018,20200518,clip_18_0807,101,144276,144275,bicycle,ride,158,103,162,113,157,112,163,119
1019,20200518,clip_18_0807,102,144276,144275,bicycle,ride,169,105,173,115,168,113,174,120
1020,20200518,clip_18_0807,105,144276,144275,bicycle,ride,191,116,198,128,190,125,199,133
1021,20200518,clip_18_0807,106,144276,144275,bicycle,ride,199,120,207,134,199,130,209,142
1022,20200518,clip_18_0807,107,144276,144275,bicycle,ride,209,125,217,139,207,135,217,148
1023,20200518,clip_18_0807,108,144276,144275,bicycle,ride,223,130,231,145,222,139,232,150
1024,20200518,clip_18_0807,109,144276,144275,bicycle,ride,241,137,249,154,239,147,252,163
1025,20200518,clip_18_0807,110,144276,144275,bicycle,ride,262,148,273,171,259,162,276,185
1026,20200518,clip_18_0807,111,144276,144275,bicycle,ride,291,159,307,186,291,180,308,203
1027,20200518,clip_18_0807,112,144276,144275,bicycle,ride,333,176,348,207,332,196,352,223
1028,20200518,clip_26_1151,0,144380,144379,bicycle,ride,167,112,175,129,167,122,175,135
1029,20200518,clip_26_1151,2,144380,144379,bicycle,ride,192,125,200,141,192,136,199,149
1030,20200518,clip_26_1151,3,144380,144379,bicycle,ride,206,132,216,152,206,147,216,162
1031,20200518,clip_26_1151,4,144380,144379,bicycle,ride,230,141,244,161,229,155,244,175
1032,20200518,clip_26_1151,5,144380,144379,bicycle,ride,267,156,283,179,267,170,282,191
1033,20200518,clip_26_1151,6,144380,144379,bicycle,ride,316,175,336,203,315,195,334,223
1034,20200518,clip_26_1151,0,144381,144370,motorcycle,hold,74,106,84,120,72,115,88,124
1035,20200518,clip_26_1151,1,144381,144370,motorcycle,hold,75,106,85,120,72,115,89,124
1036,20200518,clip_26_1151,2,144381,144370,motorcycle,hold,75,106,85,120,72,114,89,124
1037,20200518,clip_26_1151,3,144381,144370,motorcycle,hold,76,106,86,120,72,115,89,123
1038,20200518,clip_26_1151,4,144381,144370,motorcycle,hold,76,106,86,120,72,115,89,123
1039,20200518,clip_26_1151,5,144381,144370,motorcycle,hold,77,106,87,120,72,113,89,123
1040,20200518,clip_26_1151,6,144381,144370,motorcycle,hold,78,106,88,120,72,114,89,123
1041,20200518,clip_26_1151,7,144381,144370,motorcycle,hold,78,106,88,120,72,113,90,124
1042,20200518,clip_26_1151,8,144381,144370,motorcycle,hold,79,106,89,120,77,112,92,124
1043,20200518,clip_26_1151,9,144381,144370,motorcycle,hold,81,106,91,120,78,115,92,123
1044,20200518,clip_26_1151,10,144381,144370,motorcycle,hold,82,106,92,120,80,114,94,123
1045,20200518,clip_26_1151,11,144381,144370,motorcycle,hold,82,106,92,120,82,114,96,124
1046,20200518,clip_26_1151,12,144381,144370,motorcycle,hold,81,106,91,120,80,114,93,123
1047,20200518,clip_26_1151,13,144381,144370,motorcycle,hold,76,105,86,119,76,115,90,123
1048,20200518,clip_26_1151,14,144381,144370,motorcycle,hold,77,106,87,120,77,118,89,127
1049,20200518,clip_26_1151,15,144381,144370,motorcycle,hold,86,106,95,120,84,116,96,126
1050,20200518,clip_26_1151,16,144381,144370,motorcycle,ride,88,106,96,120,86,115,99,126
1051,20200518,clip_26_1151,17,144381,144370,motorcycle,ride,110,104,118,118,107,113,119,128
1052,20200518,clip_26_1151,18,144381,144370,motorcycle,ride,115,107,123,121,112,119,124,127
1053,20200518,clip_26_1151,19,144381,144370,motorcycle,ride,130,101,139,115,126,110,141,120
1054,20200518,clip_26_1151,20,144381,144370,motorcycle,ride,144,101,152,115,141,112,158,123
1055,20200518,clip_26_1151,21,144381,144370,motorcycle,ride,157,101,165,115,155,111,168,120
1056,20200518,clip_26_1151,22,144381,144370,motorcycle,ride,167,101,175,115,165,113,177,120
1057,20200518,clip_26_1151,24,144381,144370,motorcycle,ride,190,99,195,113,189,108,196,116
1058,20200518,clip_26_1151,25,144381,144370,motorcycle,ride,204,98,213,112,204,107,216,117
1059,20200518,clip_26_1151,26,144381,144370,motorcycle,ride,221,92,230,106,215,102,234,112
1080,20200518,clip_28_1247,0,144412,144397,bicycle,ride,156,111,164,127,156,120,166,132
1081,20200518,clip_28_1247,1,144412,144397,bicycle,ride,160,113,168,129,160,124,170,137
1082,20200518,clip_28_1247,2,144412,144397,bicycle,ride,164,115,173,132,163,127,173,140
1083,20200518,clip_28_1247,3,144412,144397,bicycle,ride,170,119,175,134,170,130,176,140
1084,20200518,clip_28_1247,5,144412,144397,bicycle,ride,191,123,198,137,191,135,199,146
1085,20200518,clip_28_1247,6,144412,144397,bicycle,ride,196,126,205,145,195,139,206,152
1086,20200518,clip_28_1247,7,144412,144397,bicycle,ride,196,125,206,146,193,142,206,153
1087,20200518,clip_28_1247,8,144412,144397,bicycle,ride,209,135,220,157,208,149,220,164
1088,20200518,clip_28_1247,9,144412,144397,bicycle,ride,213,139,224,160,212,156,225,169
1089,20200518,clip_28_1247,10,144412,144397,bicycle,ride,213,145,226,171,212,162,226,181
1090,20200518,clip_28_1247,11,144412,144397,bicycle,ride,219,149,232,175,218,170,232,189
1091,20200518,clip_28_1247,12,144412,144397,bicycle,ride,230,157,244,184,230,175,245,196
1092,20200518,clip_28_1247,13,144412,144397,bicycle,ride,241,165,255,194,239,186,257,207
1093,20200518,clip_28_1247,14,144412,144397,bicycle,ride,254,174,272,207,253,201,274,224
1094,20200518,clip_28_1247,15,144412,144397,bicycle,ride,273,185,293,222,272,213,294,235
1095,20200518,clip_28_1247,16,144412,144397,bicycle,ride,293,199,316,239,292,224,318,256
1096,20200518,clip_28_1247,17,144412,144397,bicycle,ride,326,212,353,254,326,245,356,280
1097,20200518,clip_28_1247,18,144412,144397,bicycle,ride,367,232,384,268,367,258,384,288
1098,20200518,clip_28_1247,8,144413,144403,bicycle,ride,137,99,142,111,136,108,143,115
1099,20200518,clip_28_1247,9,144413,144403,bicycle,ride,149,101,154,112,148,110,156,119
1100,20200518,clip_28_1247,10,144413,144403,bicycle,ride,159,103,164,114,157,110,165,121
1101,20200518,clip_28_1247,11,144413,144403,bicycle,ride,168,104,173,116,167,112,176,122
1102,20200518,clip_28_1247,15,144413,144403,bicycle,ride,195,116,201,130,194,126,203,136
1103,20200518,clip_28_1247,16,144413,144403,bicycle,ride,205,118,213,136,204,129,215,144
1104,20200518,clip_28_1247,17,144413,144403,bicycle,ride,216,122,225,140,214,136,226,150
1105,20200518,clip_28_1247,18,144413,144403,bicycle,ride,228,128,237,146,226,141,238,156
1106,20200518,clip_28_1247,19,144413,144403,bicycle,ride,241,136,251,158,239,151,252,167
1107,20200518,clip_28_1247,20,144413,144403,bicycle,ride,253,143,266,171,252,159,266,180
1108,20200518,clip_28_1247,21,144413,144403,bicycle,ride,270,151,285,180,270,169,285,189
1109,20200518,clip_28_1247,22,144413,144403,bicycle,ride,297,162,315,194,296,186,316,208
1110,20200518,clip_28_1247,23,144413,144403,bicycle,ride,331,173,351,210,328,194,353,223
1111,20200518,clip_28_1247,24,144413,144403,bicycle,ride,370,185,384,222,371,215,384,238
1112,20200518,clip_28_1247,38,144419,144405,bicycle,ride,340,162,355,196,340,184,357,205
1113,20200518,clip_28_1247,39,144419,144405,bicycle,ride,311,151,326,184,312,173,326,191
1114,20200518,clip_28_1247,40,144419,144405,bicycle,ride,289,143,305,177,289,164,304,182
1115,20200518,clip_28_1247,41,144419,144405,bicycle,ride,281,139,296,173,283,159,294,175
1116,20200518,clip_28_1247,42,144419,144405,bicycle,ride,271,134,287,168,274,151,283,165
1117,20200518,clip_28_1247,43,144419,144405,bicycle,ride,264,129,274,157,264,146,275,163
1118,20200518,clip_28_1247,44,144419,144405,bicycle,ride,254,126,262,149,253,140,263,156
1119,20200518,clip_28_1247,45,144419,144405,bicycle,ride,244,123,253,146,245,138,252,151
1120,20200518,clip_28_1247,46,144419,144405,bicycle,ride,234,118,243,141,234,134,242,145
1121,20200518,clip_28_1247,47,144419,144405,bicycle,ride,225,116,236,137,226,132,233,142
1122,20200518,clip_28_1247,48,144419,144405,bicycle,ride,220,113,230,134,222,126,230,138
1123,20200518,clip_28_1247,49,144419,144405,bicycle,ride,219,112,228,133,219,124,228,135
1124,20200518,clip_28_1247,50,144419,144405,bicycle,ride,213,109,223,129,214,121,224,131
1125,20200518,clip_28_1247,51,144419,144405,bicycle,ride,207,106,214,125,209,118,213,128
1126,20200518,clip_28_1247,52,144419,144405,bicycle,ride,202,104,209,123,201,114,208,123
1127,20200518,clip_28_1247,53,144419,144405,bicycle,ride,195,102,202,119,194,112,200,122
1128,20200518,clip_28_1247,56,144419,144405,bicycle,ride,169,100,175,113,168,109,174,116
1129,20200518,clip_28_1247,57,144419,144405,bicycle,ride,156,99,161,111,155,108,161,115
1130,20200518,clip_28_1247,58,144419,144405,bicycle,ride,143,97,149,109,143,104,150,112
1131,20200518,clip_28_1247,59,144419,144405,bicycle,ride,129,96,135,109,129,103,136,111
1132,20200518,clip_28_1247,60,144419,144405,bicycle,ride,119,95,125,108,119,103,124,110
1133,20200518,clip_28_1247,61,144419,144405,bicycle,ride,112,94,118,104,111,100,118,106
1134,20200518,clip_28_1247,79,144415,144406,bicycle,ride,326,194,349,249,327,225,350,264
1135,20200518,clip_28_1247,80,144415,144406,bicycle,ride,297,180,318,224,297,211,318,242
1136,20200518,clip_28_1247,81,144415,144406,bicycle,ride,267,171,284,215,268,200,290,225
1137,20200518,clip_28_1247,82,144415,144406,bicycle,ride,226,165,239,197,225,184,243,209
1138,20200518,clip_28_1247,83,144415,144406,bicycle,ride,193,164,207,196,192,177,212,204
1139,20200518,clip_28_1247,84,144415,144406,bicycle,ride,168,157,178,178,167,175,179,193
1140,20200518,clip_28_1247,85,144415,144406,bicycle,ride,150,148,163,176,152,170,163,189
1141,20200518,clip_28_1247,86,144415,144406,bicycle,ride,145,143,158,172,146,164,158,181
1142,20200518,clip_28_1247,87,144415,144406,bicycle,ride,140,139,152,168,140,157,153,176
1143,20200518,clip_28_1247,88,144415,144406,bicycle,ride,134,135,146,163,134,154,144,170
1144,20200518,clip_28_1247,89,144415,144406,bicycle,ride,129,132,139,155,130,152,140,165
1145,20200518,clip_28_1247,90,144415,144406,bicycle,ride,125,131,135,153,125,146,136,158
1146,20200518,clip_28_1247,91,144415,144406,bicycle,ride,119,130,128,149,119,145,129,158
1147,20200518,clip_28_1247,92,144415,144406,bicycle,ride,124,126,133,144,118,143,128,155
1148,20200518,clip_28_1247,93,144415,144406,bicycle,ride,129,121,137,140,126,138,137,151
1149,20200518,clip_28_1247,94,144415,144406,bicycle,ride,145,118,153,137,145,131,153,142
1150,20200518,clip_28_1247,95,144415,144406,bicycle,ride,160,114,168,132,158,129,170,142
1151,20200518,clip_28_1247,96,144415,144406,bicycle,ride,167,112,175,131,167,126,175,138
1152,20200518,clip_28_1247,101,144415,144406,bicycle,ride,167,101,172,113,166,112,172,121
1153,20200518,clip_28_1247,102,144415,144406,bicycle,ride,158,99,165,112,159,109,166,119
1154,20200518,clip_28_1247,103,144415,144406,bicycle,ride,156,99,161,111,156,110,162,118
1155,20200518,clip_28_1247,104,144415,144406,bicycle,ride,151,101,155,112,150,109,156,116
1156,20200518,clip_28_1247,105,144415,144406,bicycle,ride,143,101,148,111,143,107,149,114
1157,20200518,clip_28_1247,106,144415,144406,bicycle,ride,138,96,142,107,137,104,144,113
1158,20200518,clip_28_1247,107,144415,144406,bicycle,ride,141,95,146,105,141,102,147,108
1159,20200518,clip_28_1247,108,144415,144406,bicycle,ride,156,93,160,103,155,100,163,108
1173,20200518,clip_28_1247,115,144418,144409,bicycle,ride,330,175,353,209,330,200,352,226
1174,20200518,clip_28_1247,116,144418,144409,bicycle,ride,287,166,308,200,288,186,308,208
1175,20200518,clip_28_1247,117,144418,144409,bicycle,ride,260,157,276,181,261,171,278,193
1176,20200518,clip_28_1247,118,144418,144409,bicycle,ride,238,154,249,172,237,164,249,178
1177,20200518,clip_28_1247,119,144418,144409,bicycle,ride,217,140,228,157,217,153,229,171
1178,20200518,clip_30_1343,0,144449,144450,bicycle,ride,278,145,292,172,278,163,292,183
1179,20200518,clip_30_1343,1,144449,144450,bicycle,ride,268,138,282,166,268,156,282,172
1180,20200518,clip_30_1343,2,144449,144450,bicycle,ride,264,139,275,158,264,151,274,163
1181,20200518,clip_30_1343,3,144449,144450,bicycle,ride,250,134,259,153,250,148,259,158
1182,20200518,clip_30_1343,4,144449,144450,bicycle,ride,234,127,243,142,234,139,243,147
1183,20200518,clip_30_1343,5,144449,144450,bicycle,ride,221,121,228,134,221,131,227,136
1184,20200518,clip_30_1343,6,144449,144450,bicycle,ride,208,116,213,127,208,125,212,130
1185,20200518,clip_30_1343,7,144449,144450,bicycle,ride,196,115,200,124,196,122,200,127
1186,20200518,clip_30_1343,8,144449,144450,bicycle,ride,194,112,198,121,194,119,199,123
1187,20200518,clip_30_1343,9,144449,144450,bicycle,ride,193,108,196,117,192,116,197,120
1188,20200518,clip_30_1343,10,144449,144450,bicycle,ride,191,104,195,113,191,112,195,117
1189,20200518,clip_30_1343,11,144449,144450,bicycle,ride,189,100,193,110,189,109,193,113
1190,20200518,clip_30_1343,12,144449,144450,bicycle,ride,196,98,200,108,196,106,201,111
1191,20200518,clip_30_1343,13,144449,144450,bicycle,ride,204,96,207,106,203,104,208,108
1192,20200518,clip_30_1343,14,144449,144450,bicycle,ride,222,92,227,101,222,101,226,105
1193,20200518,clip_30_1343,15,144449,144450,bicycle,ride,222,92,227,101,222,101,226,105
1194,20200518,clip_30_1343,16,144449,144450,bicycle,ride,222,92,227,101,222,101,226,105
1195,20200518,clip_32_1439,100,144497,144496,bicycle,ride,350,155,368,188,349,174,368,203
1196,20200518,clip_32_1439,101,144497,144496,bicycle,ride,322,150,337,178,322,168,339,189
1197,20200518,clip_32_1439,102,144497,144496,bicycle,ride,299,142,314,170,301,161,314,178
1198,20200518,clip_32_1439,103,144497,144496,bicycle,ride,284,136,295,163,284,152,295,170
1199,20200518,clip_32_1439,104,144497,144496,bicycle,ride,268,130,279,151,269,144,279,159
1200,20200518,clip_32_1439,105,144497,144496,bicycle,ride,254,125,264,146,254,139,264,153
1201,20200518,clip_32_1439,106,144497,144496,bicycle,ride,237,121,246,138,236,133,246,146
1202,20200518,clip_32_1439,107,144497,144496,bicycle,ride,222,117,230,134,223,129,232,140
1203,20200518,clip_32_1439,108,144497,144496,bicycle,ride,211,115,218,131,210,125,218,136
1204,20200518,clip_32_1439,109,144497,144496,bicycle,ride,200,112,208,126,200,121,208,132
1205,20200518,clip_32_1439,110,144497,144496,bicycle,ride,191,110,197,124,191,122,198,129
1206,20200518,clip_32_1439,113,144497,144496,bicycle,ride,168,103,174,116,168,112,175,120
1207,20200518,clip_32_1439,114,144497,144496,bicycle,ride,160,103,166,113,161,112,168,120
1208,20200518,clip_32_1439,115,144497,144496,bicycle,ride,156,104,162,113,155,111,162,119
1209,20200518,clip_32_1439,116,144497,144496,bicycle,ride,153,102,159,111,152,110,159,117
1210,20200518,clip_32_1439,117,144497,144496,bicycle,ride,149,100,155,109,148,106,155,114
1211,20200518,clip_32_1439,118,144497,144496,bicycle,ride,144,98,150,107,144,104,151,112
1212,20200518,clip_32_1439,119,144497,144496,bicycle,ride,142,97,148,106,142,104,149,111
1213,20200518,clip_34_1535,70,144521,144520,bicycle,ride,120,95,125,101,120,99,127,107
1214,20200518,clip_34_1535,71,144521,144520,bicycle,ride,125,96,130,102,124,101,131,108
1215,20200518,clip_34_1535,72,144521,144520,bicycle,ride,129,97,134,106,129,102,135,111
1216,20200518,clip_34_1535,73,144521,144520,bicycle,ride,132,98,137,107,132,105,139,114
1217,20200518,clip_34_1535,74,144521,144520,bicycle,ride,136,101,142,110,136,108,143,117
1218,20200518,clip_34_1535,75,144521,144520,bicycle,ride,142,103,147,112,140,110,148,119
1219,20200518,clip_34_1535,76,144521,144520,bicycle,ride,148,104,153,113,147,112,155,121
1220,20200518,clip_34_1535,77,144521,144520,bicycle,ride,153,105,159,114,152,114,161,123
1221,20200518,clip_34_1535,78,144521,144520,bicycle,ride,159,109,166,118,157,117,167,127
1222,20200518,clip_34_1535,79,144521,144520,bicycle,ride,168,113,175,122,166,121,176,131
1223,20200518,clip_34_1535,82,144521,144520,bicycle,ride,193,122,203,135,192,133,203,143
1224,20200518,clip_34_1535,83,144521,144520,bicycle,ride,202,126,212,138,201,140,214,153
1225,20200518,clip_34_1535,84,144521,144520,bicycle,ride,212,134,222,147,211,148,223,162
1226,20200518,clip_34_1535,85,144521,144520,bicycle,ride,219,141,234,160,219,157,234,174
1227,20200518,clip_34_1535,86,144521,144520,bicycle,ride,226,148,240,167,225,160,241,185
1228,20200518,clip_34_1535,87,144521,144520,bicycle,ride,239,160,254,179,239,172,254,198
1229,20200518,clip_34_1535,88,144521,144520,bicycle,ride,262,175,277,194,261,189,278,216
1230,20200518,clip_34_1535,89,144521,144520,bicycle,ride,290,192,315,222,293,214,310,240
1231,20200518,clip_34_1535,90,144521,144520,bicycle,ride,342,217,371,251,337,246,370,283
1232,20200518,clip_36_1606,58,144568,144569,bicycle,ride,344,164,358,196,344,189,357,208
1233,20200518,clip_36_1606,59,144568,144569,bicycle,ride,306,150,320,180,308,168,320,186
1234,20200518,clip_36_1606,60,144568,144569,bicycle,ride,280,140,292,163,282,153,292,170
1235,20200518,clip_36_1606,61,144568,144569,bicycle,ride,259,129,269,151,259,145,271,162
1236,20200518,clip_36_1606,62,144568,144569,bicycle,ride,237,123,245,141,237,137,244,149
1237,20200518,clip_36_1606,63,144568,144569,bicycle,ride,218,116,226,134,219,130,226,140
1238,20200518,clip_36_1606,64,144568,144569,bicycle,ride,203,115,209,131,204,126,210,134
1239,20200518,clip_36_1606,65,144568,144569,bicycle,ride,190,113,196,124,191,122,197,130
1240,20200518,clip_36_1606,67,144568,144569,bicycle,ride,167,102,173,113,168,113,174,121
1241,20200518,clip_36_1606,68,144568,144569,bicycle,ride,157,100,163,110,158,109,163,117
1242,20200518,clip_36_1606,69,144568,144569,bicycle,ride,149,100,153,108,149,107,153,114
1243,20200518,clip_36_1606,70,144568,144569,bicycle,ride,140,99,145,107,140,104,145,111
1244,20200518,clip_36_1606,71,144568,144569,bicycle,ride,133,98,138,105,134,102,138,108
1245,20200518,clip_36_1606,72,144568,144569,bicycle,ride,127,95,132,102,127,101,131,107
1246,20200518,clip_36_1606,73,144568,144569,bicycle,ride,121,95,126,102,121,100,126,105
1247,20200518,clip_36_1606,74,144568,144569,bicycle,ride,118,93,123,101,119,99,123,104
1248,20200518,clip_36_1606,75,144568,144569,bicycle,ride,116,93,121,100,116,98,121,103
1249,20200518,clip_36_1606,76,144568,144569,bicycle,ride,116,93,121,100,116,98,121,103
1250,20200518,clip_36_1606,77,144568,144569,bicycle,ride,116,93,121,100,116,98,121,103
1251,20200518,clip_36_1606,78,144568,144569,bicycle,ride,116,93,121,100,116,98,121,103
1252,20200518,clip_36_1606,79,144568,144569,bicycle,ride,116,93,121,100,116,98,121,103
1253,20200518,clip_38_1702,0,144630,144605,bicycle,ride,212,124,220,145,210,137,221,151
1254,20200518,clip_38_1702,1,144630,144605,bicycle,ride,231,130,240,151,229,145,241,159
1255,20200518,clip_38_1702,2,144630,144605,bicycle,ride,248,136,257,159,247,154,262,170
1256,20200518,clip_38_1702,3,144630,144605,bicycle,ride,264,146,279,174,264,166,280,185
1257,20200518,clip_38_1702,4,144630,144605,bicycle,ride,291,160,306,197,290,182,308,204
1258,20200518,clip_38_1702,5,144630,144605,bicycle,ride,328,175,345,223,323,204,346,231
1305,20200518,clip_40_1758,56,144683,144682,bicycle,ride,157,94,160,107,157,102,161,109
1306,20200518,clip_40_1758,57,144683,144682,bicycle,ride,154,95,156,108,152,102,157,110
1307,20200518,clip_40_1758,58,144683,144682,bicycle,ride,154,95,156,108,152,104,157,112
1308,20200518,clip_40_1758,59,144683,144682,bicycle,ride,155,100,157,114,154,108,159,116
1309,20200518,clip_40_1758,60,144683,144682,bicycle,ride,157,103,160,116,156,111,161,119
1310,20200518,clip_40_1758,61,144683,144682,bicycle,ride,162,104,166,117,163,113,167,122
1311,20200518,clip_40_1758,62,144683,144682,bicycle,ride,166,105,171,119,166,115,172,126
1312,20200518,clip_40_1758,63,144683,144682,bicycle,ride,171,107,176,120,172,117,178,128
1313,20200518,clip_40_1758,65,144683,144682,bicycle,ride,200,113,208,135,200,125,209,138
1314,20200518,clip_40_1758,66,144683,144682,bicycle,ride,217,117,224,138,216,128,227,142
1315,20200518,clip_40_1758,67,144683,144682,bicycle,ride,237,118,244,139,237,131,248,144
1316,20200518,clip_40_1758,68,144683,144682,bicycle,ride,256,122,264,143,255,137,269,150
1317,20200518,clip_40_1758,69,144683,144682,bicycle,ride,275,123,283,144,273,140,287,154
1318,20200518,clip_40_1758,70,144683,144682,bicycle,ride,301,128,308,149,297,145,313,158
1319,20200518,clip_40_1758,71,144683,144682,bicycle,ride,334,131,342,152,328,149,344,163
1332,20200518,clip_42_1854,107,144755,144756,bicycle,walk,338,169,360,225,359,196,384,222
1333,20200518,clip_42_1854,108,144755,144756,bicycle,walk,331,166,348,216,349,184,374,215
1334,20200518,clip_42_1854,109,144755,144756,bicycle,walk,320,163,337,211,339,185,360,210
1335,20200518,clip_42_1854,110,144755,144756,bicycle,walk,311,159,328,201,329,182,352,204
1336,20200518,clip_42_1854,111,144755,144756,bicycle,walk,303,156,321,206,321,180,339,200
1337,20200518,clip_42_1854,112,144755,144756,bicycle,walk,297,154,313,200,315,172,328,194
1338,20200518,clip_42_1854,113,144755,144756,bicycle,walk,288,150,306,197,306,168,320,192
1339,20200518,clip_42_1854,114,144755,144756,bicycle,walk,286,150,299,191,300,165,312,189
1340,20200518,clip_42_1854,115,144755,144756,bicycle,walk,277,147,295,186,295,162,306,185
1341,20200518,clip_42_1854,116,144755,144756,bicycle,walk,272,144,290,183,290,159,303,186
1342,20200518,clip_42_1854,117,144755,144756,bicycle,walk,269,143,287,182,286,157,296,181
1343,20200518,clip_42_1854,118,144755,144756,bicycle,walk,262,141,279,178,280,154,289,178
1344,20200518,clip_42_1854,119,144755,144756,bicycle,walk,256,138,274,175,275,153,284,175
1345,20200518,clip_42_1854,108,144757,144758,bicycle,walk,359,165,372,207,374,185,384,216
1346,20200518,clip_42_1854,109,144757,144758,bicycle,walk,349,162,363,204,362,182,376,210
1347,20200518,clip_42_1854,110,144757,144758,bicycle,walk,339,159,353,200,352,179,366,203
1348,20200518,clip_42_1854,111,144757,144758,bicycle,walk,332,157,344,196,344,176,355,196
1349,20200518,clip_42_1854,112,144757,144758,bicycle,walk,325,153,344,192,335,174,347,193
1350,20200518,clip_42_1854,113,144757,144758,bicycle,walk,317,151,331,188,326,174,338,193
1351,20200518,clip_42_1854,114,144757,144758,bicycle,walk,311,148,323,186,318,168,330,187
1352,20200518,clip_42_1854,115,144757,144758,bicycle,walk,304,146,316,182,314,167,324,184
1353,20200518,clip_42_1854,116,144757,144758,bicycle,walk,301,144,312,181,310,156,319,183
1354,20200518,clip_42_1854,117,144757,144758,bicycle,walk,297,142,308,179,303,158,314,180
1355,20200518,clip_42_1854,118,144757,144758,bicycle,walk,292,140,305,175,300,156,309,176
1356,20200518,clip_42_1854,119,144757,144758,bicycle,walk,286,138,299,173,296,150,304,170
1357,20200518,clip_44_1950,0,144784,144785,bicycle,ride,189,123,200,141,191,135,196,149
1358,20200518,clip_44_1950,1,144784,144785,bicycle,ride,198,125,210,148,200,140,207,154
1359,20200518,clip_44_1950,2,144784,144785,bicycle,ride,207,127,218,150,207,145,217,159
1360,20200518,clip_44_1950,3,144784,144785,bicycle,ride,212,131,224,158,215,151,222,165
1361,20200518,clip_44_1950,4,144784,144785,bicycle,ride,216,135,229,161,220,155,227,169
